Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2024-08-01T00:05:07+00:00,,,53.422114,-2.799806,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person and Vehicle search,2024-08-01T00:06:43+00:00,,,53.047233,-2.996436,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person search,2024-08-01T00:07:50+00:00,,,53.652927,-2.998063,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person search,2024-08-01T00:10:13+00:00,,,53.047233,-2.996436,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person search,2024-08-01T00:13:40+00:00,,,53.465888,-2.876911,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,,False
Person search,2024-08-01T00:16:17+00:00,,,53.496900,-2.980827,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person and Vehicle search,2024-08-01T00:22:41+00:00,,,53.417408,-2.947940,Male,over 34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person search,2024-08-01T00:27:15+00:00,,,53.417408,-2.947940,Female,over 34,Mixed/Multiple ethnic groups - White and Black Caribbean,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person search,2024-08-01T00:28:26+00:00,,,53.639511,-2.971337,Female,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person search,2024-08-01T00:30:12+00:00,,,53.647177,-2.973676,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Evidence of offences under the Act,A no further action disposal,,False
Person search,2024-08-01T00:30:52+00:00,,,53.647177,-2.973676,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Offensive weapons,A no further action disposal,,False
Person and Vehicle search,2024-08-01T00:31:31+00:00,,,,,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person and Vehicle search,2024-08-01T00:33:49+00:00,,,53.415637,-2.957119,Male,25-34,Other ethnic group - Any other ethnic group,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person search,2024-08-01T00:47:22+00:00,,,53.404670,-2.979170,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Vehicle search,2024-08-01T00:48:04+00:00,,,53.453331,-2.762941,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2024-08-01T00:55:18+00:00,,,53.411220,-3.046283,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Evidence of offences under the Act,A no further action disposal,,False
Person and Vehicle search,2024-08-01T00:55:34+00:00,,,53.429777,-2.912018,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person search,2024-08-01T00:57:06+00:00,,,53.665330,-2.994981,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Evidence of offences under the Act,A no further action disposal,,False
Person and Vehicle search,2024-08-01T00:57:17+00:00,,,53.429777,-2.912018,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person and Vehicle search,2024-08-01T00:57:25+00:00,,,53.346200,-2.838251,Male,18-24,Asian/Asian British - Any other Asian background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person search,2024-08-01T01:02:26+00:00,,,53.647990,-3.020150,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,False
Person search,2024-08-01T01:04:27+00:00,,,53.456792,-2.720895,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person and Vehicle search,2024-08-01T01:06:16+00:00,,,53.676664,-2.982032,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Evidence of offences under the Act,A no further action disposal,,False
Person search,2024-08-01T01:06:56+00:00,,,53.649791,-3.020365,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Evidence of offences under the Act,A no further action disposal,,False
Person and Vehicle search,2024-08-01T01:13:20+00:00,,,53.665330,-2.994981,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person search,2024-08-01T01:15:07+00:00,,,53.648042,-3.003953,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,False
Person and Vehicle search,2024-08-01T01:15:18+00:00,,,53.639511,-2.971337,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
Person and Vehicle search,2024-08-01T01:15:53+00:00,,,53.665330,-2.994981,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Evidence of offences under the Act,A no further action disposal,,False
Person search,2024-08-01T01:17:06+00:00,,,53.649323,-3.005542,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person search,2024-08-01T01:18:06+00:00,,,53.649323,-3.005542,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person search,2024-08-01T01:19:44+00:00,,,53.477090,-3.020344,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,,False
Person search,2024-08-01T01:21:20+00:00,,,53.435048,-2.701395,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,False,False
Person search,2024-08-01T01:34:20+00:00,,,53.422410,-2.806674,Male,10-17,White - Irish,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
